"Method","Uri","Modules","OurName","Action","ShipsAs","CounterpartUris","CounterpartShipsAs"
"PATCH","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resourcescopes/{}/resource/uploadsessions/{}","Identity.Governance","Update-MgIdentityGovernanceEntitlementManagementResourceRequestCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/entitlementmanagement/resourcerequests/{}/catalog/resources/{}/scopes/{}/resource/uploadsessions/{}",""
"PATCH","/sites/{}/termstore/groups/{}/sets/{}/children/{}","Sites","Update-MgSiteTermStoreGroupSetChild","keep","System.Object[]","/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}",""
"PATCH","/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}","Sites","Update-MgSiteTermStoreGroupSetChild","suppress","System.Object[]","/sites/{}/termstore/groups/{}/sets/{}/children/{}","Update-MgSiteTermStoreGroupSetChild"
"PATCH","/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreGroupSetChildRelation","keep","System.Object[]","/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}",""
"PATCH","/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreGroupSetChildRelation","suppress","System.Object[]","/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations/{}","Update-MgSiteTermStoreGroupSetChildRelation"
"PATCH","/sites/{}/termstore/sets/{}/children/{}","Sites","Update-MgSiteTermStoreSetChild","keep","System.Object[]","/sites/{}/termstore/sets/{}/children/{}/children/{}",""
"PATCH","/sites/{}/termstore/sets/{}/children/{}/children/{}","Sites","Update-MgSiteTermStoreSetChild","suppress","System.Object[]","/sites/{}/termstore/sets/{}/children/{}","Update-MgSiteTermStoreSetChild"
"PATCH","/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreSetChildRelation","keep","System.Object[]","/sites/{}/termstore/sets/{}/children/{}/relations/{}",""
"PATCH","/sites/{}/termstore/sets/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreSetChildRelation","suppress","System.Object[]","/sites/{}/termstore/sets/{}/children/{}/children/{}/relations/{}","Update-MgSiteTermStoreSetChildRelation"
"PATCH","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}","Sites","Update-MgSiteTermStoreSetParentGroupSetChild","keep","System.Object[]","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}",""
"PATCH","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}","Sites","Update-MgSiteTermStoreSetParentGroupSetChild","suppress","System.Object[]","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}","Update-MgSiteTermStoreSetParentGroupSetChild"
"PATCH","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreSetParentGroupSetChildRelation","keep","System.Object[]","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}",""
"PATCH","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations/{}","Sites","Update-MgSiteTermStoreSetParentGroupSetChildRelation","suppress","System.Object[]","/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations/{}","Update-MgSiteTermStoreSetParentGroupSetChildRelation"
"POST","/applications/{}/synchronization/jobs/{}/validatecredentials","Applications","Invoke-MgApplicationSynchronizationJobValidateCredentials","rename","System.Object[]","/applications/{}/synchronization/jobs/validatecredentials",""
"POST","/applications/{}/synchronization/jobs/validatecredentials","Applications","Invoke-MgApplicationSynchronizationJobValidateCredentials","suppress","System.Object[]","/applications/{}/synchronization/jobs/{}/validatecredentials","Test-MgApplicationSynchronizationJobCredential"
"POST","/grouplifecyclepolicies","Groups","New-MgGroupLifecyclePolicy","keep","System.Object[]","/groups/{}/grouplifecyclepolicies",""
"POST","/groups/{}/grouplifecyclepolicies","Groups","New-MgGroupLifecyclePolicy","suppress","System.Object[]","/grouplifecyclepolicies","New-MgGroupLifecyclePolicy"
"POST","/groups/{}/settings","Groups","New-MgGroupSetting","keep","System.Object[]","/groupsettings",""
"POST","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children","Sites","New-MgGroupSiteTermStoreGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children",""
"POST","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children","Sites","New-MgGroupSiteTermStoreGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children","New-MgGroupSiteTermStoreGroupSetChild"
"POST","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations",""
"POST","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/groups/{}/sets/{}/children/{}/children/{}/relations","New-MgGroupSiteTermStoreGroupSetChildRelation"
"POST","/groups/{}/sites/{}/termstore/sets/{}/children","Sites","New-MgGroupSiteTermStoreSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children",""
"POST","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children","Sites","New-MgGroupSiteTermStoreSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children","New-MgGroupSiteTermStoreSetChild"
"POST","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations",""
"POST","/groups/{}/sites/{}/termstore/sets/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/children/{}/children/{}/relations","New-MgGroupSiteTermStoreSetChildRelation"
"POST","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","Sites","New-MgGroupSiteTermStoreSetParentGroupSetChild","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children",""
"POST","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children","Sites","New-MgGroupSiteTermStoreSetParentGroupSetChild","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children","New-MgGroupSiteTermStoreSetParentGroupSetChild"
"POST","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreSetParentGroupSetChildRelation","keep","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations",""
"POST","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/relations","Sites","New-MgGroupSiteTermStoreSetParentGroupSetChildRelation","suppress","System.Object[]","/groups/{}/sites/{}/termstore/sets/{}/parentgroup/sets/{}/children/{}/children/{}/relations","New-MgGroupSiteTermStoreSetParentGroupSetChildRelation"
"POST","/groups/{}/validateproperties","Groups","Invoke-MgGroupValidateProperties","rename","System.Object[]","/groups/validateproperties",""
"POST","/groups/validateproperties","Groups","Invoke-MgGroupValidateProperties","suppress","System.Object[]","/groups/{}/validateproperties","Test-MgGroupProperty"
"POST","/groupsettings","Groups","New-MgGroupSetting","suppress","System.Object[]","/groups/{}/settings","New-MgGroupSetting"
"POST","/identity/customauthenticationextensions/{}/validateauthenticationconfiguration","Identity.SignIns","Invoke-MgIdentityCustomAuthenticationExtensionValidateAuthenticationConfiguration","rename","System.Object[]","/identity/customauthenticationextensions/validateauthenticationconfiguration",""
"POST","/identity/customauthenticationextensions/validateauthenticationconfiguration","Identity.SignIns","Invoke-MgIdentityCustomAuthenticationExtensionValidateAuthenticationConfiguration","suppress","System.Object[]","/identity/customauthenticationextensions/{}/validateauthenticationconfiguration","Test-MgIdentityCustomAuthenticationExtensionAuthenticationConfiguration"
"POST","/identitygovernance/catalogs/{}/resourceroles","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/scopes/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceScopeResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/scopes/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resources/{}/roles/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceRoleResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourceroles/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes","Identity.Governance","New-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceScopeResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles","Identity.Governance","New-MgIdentityGovernanceCatalogResourceScopeResourceRole","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/refresh",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/roles/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceScopeResourceRoleResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/roles/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions","Identity.Governance","New-MgIdentityGovernanceCatalogResourceScopeResourceUploadSession","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions",""
"POST","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/uploadsessions/{}/uploadfile","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceScopeResourceUploadSessionUploadFile","suppress","System.Object[]","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/uploadsessions/{}/uploadfile",""
"POST","/identitygovernance/catalogs/{}/resourcescopes","Identity.Governance","New-MgIdentityGovernanceCatalogResourceScope","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes",""
"POST","/identitygovernance/catalogs/{}/resourcescopes/{}/resource/refresh","Identity.Governance","Invoke-MgIdentityGovernanceCatalogResourceScopeResourceRefresh","suppress","System.Object[]","/identitygovernance/catalogs/{}/resources/{}/scopes/{}/resource/refresh",""
